fk_cuso,fk_dren,consor_nome,AGGREGATO,consor_area,inter_perma_area
"3","1",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,22.838
"3","1",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,39.375
"3","1",CONSORZIO CANALI LUPA - LUPOTTO - DOLCE & RESIGA,"25",292.40,155.408
"3","1",CONSORZIO CANALE BEALOTTO,"25",125.70,57.085
"3","1",CONSORZIO CANALE BEALOTTO,"25",1.59,1.590
"4","2",CONSORZIO IRRIGUO SAN BERNARDO DI VENASCA,"15",132.04,3.077
"2","2",COMUNIONE DI UTENTI SANT'ANTONIO DI TORRIANA - BARGE,"14",163.07,6.608
"2","2",CONSORZIO IRRIGUO ROCCHETTE,"14",6.65,6.256
"2","3",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,213.298
"4","2",SAN MARTINO DI BUSCA NEL COMPRENSORIO VALLE MAIRA,"19",86.43,5.361
"4","2",CONSORZIO IRRIGUO COLLINA COSTIGLIOLESE,"15",253.97,51.845
"4","2",CONSORZIO IRRIGUO CANALE CEAGLIA,"19",818.30,11.356
"6","2",CONSORZIO IRRIGUO BEALERA GABIOLA,"14",96.45,7.664
"6","2",COMUNIONE DI UTENTI BEALERA CHIALVETTA,"14",33.62,0.435
"6","2",CONSORZIO IRRIGUO BOCCIARDA,"14",40.60,2.931
"3","2",CONSORZIO IRRIGUO TETTO CASALE,"21",84.43,84.394
"3","2",CONSORZIO IRRIGUO CORVA SINISTRA,"21",237.03,213.880
"3","2",CONSORZIO IRRIGUO POZZO S.GIUSEPPE,"21",145.56,0.357
"3","2",CONSORZIO IRRIGUO TETTO CROCE,"21",227.81,87.981
"3","2",PARTECIPANZA CANALE MORRA,"21",1746.16,251.075
"3","2",CONSORZIO IRRIGUO CENTRIFUGA DI ROATA CHIUSANI,"21",344.11,165.786
"3","2",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,296.999
"3","2",PARTECIPANZA CANALE ROERO,"21",2664.62,704.824
"3","2",PARTECIPANZA CANALE RONCHI MIGLIA,"21",1810.43,725.120
"3","2",CONSORZIO DELLA BEALERA NUOVA,"21",841.84,0.274
"2","3",CONSORZIO IRRIGUO MACRA MORTA-PEROSA JUSINA,"16",295.76,37.113
"2","3",CONSORZIO IRRIGUO S. MARCELLINO,"16",103.99,7.358
"2","3",CONSORZIO IRRIGUO CANALE DEL MULINO,"16",314.78,95.185
"2","3",CONSORZIO D'IRRIGAZIONE DI CASALGRASSO,"16",254.62,20.652
"2","3",CONSORZIO IRRIGUO SAN GIACOMO,"16",82.92,62.767
"3","4",CONSORZIO IRRIGUO POZZO 2062 VIA PIANO,"23",78.16,4.300
"2","2",CONSORZIO IRRIGUO DEL MULINO,"14",142.60,15.892
"3","5",CONSORZIO IRRIGUO BEALERA BAGNASCHINA,"27",44.08,3.622
"3","5",CONSORZIO IRRIGUO BEALERA DEL VILLERO,"27",95.76,78.165
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,38.272
"4","1",CONSORZIO IRRIGUO CANALE SERRO,"26",486.86,9.962
"3","5",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,59.324
"2","4",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,16.295
"5","1",CONSORZIO IRRIGUO BEALERA NUOVA 2,"25",287.73,3.681
"3","2",CONSORZIO IRRIGUO RAMO STURA,"25",228.61,0.519
"3","2",PARTECIPANZA BEALERA GROSSA DI CUNEO,"25",445.38,315.243
"3","2",CONSORZIO IRRIGUO BEALERA NUOVA 2,"25",287.73,214.955
"3","2",CONSORZIO IRRIGUO BEALERA PRAVERO,"25",186.67,128.578
"4","5",C.I. SANT'ANNA DI BERNEZZO,"22",499.92,48.939
"2","3",C.I. SANT'ANNA DI BERNEZZO,"22",499.92,147.843
"2","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,54.320
"3","1",CANALE BOLLERA,"25",67.45,1.991
"3","1",CONSORZIO IRRIGUO DI CASTELLETTO STURA,"24",787.40,15.914
"3","1",CANALE GARAVELLA INFERIORE,"25",458.13,61.214
"3","1",CONSORZIO IRRIGUO CANALE GRASSA INFERIORE,"25",191.53,70.009
"3","3",CONSORZIO IRRIGUO MESSONANIA,"20",110.40,10.891
"3","3",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,4.621
"3","3",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,12.268
"3","4",CONSORZIO IRRIGUO DEL PILONE,"15",1246.78,109.521
"1","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,49.487
"1","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,38.543
"6","4",C.I. MONTALDO ROERO VERDE,"30",186.38,1.144
"6","4",C.I. PONTEROTTO,"30",135.04,1.883
"6","4",C.I. BALDISSERESE,"30",341.17,32.850
"4","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,2.872
"4","2",CONSORZIO IRRIGUO MARTINIANESE,"14",231.45,7.910
"4","4",CONSORZIO IRRIGUO BEALERA S.BERNARDO,"14",52.15,0.755
"4","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,1.230
"4","1",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,10.741
"2","3",C.I.  SS. VALUNGA,"30",91.36,25.882
"4","2",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,6.666
"3","2",CONSORZIO IRRIGUO POZZO SANTA CRISTINA,"15",62.07,51.367
"3","2",CONSORZIO IRRIGUO POZZO TINE,"15",124.90,113.927
"3","2",CONSORZIO IRRIGUO PIETRE SCRITTE O DEL MOLCONSIGLIO,"15",299.24,7.796
"3","2",CANALE COMMENDA (EX ORDINE MAURIZIANO),"15",642.82,7.774
"3","2",CONSORZIO IRRIGUO BEDARELLO,"15",771.39,417.358
"3","2",CONSORZIO IRRIGUO POZZO DEL PILONE,"15",109.79,17.840
"3","2",CONSORZIO IRRIGUO POZZO DELLA MARCHISA,"15",134.02,5.606
"3","2",CONSORZIO IRRIGUO SANT'EUSEBIO E MORINE DI SALUZZO,"15",807.04,311.959
"3","2",CONSORZIO IRRIGUO SETTE SALTI,"15",584.67,2.133
"4","3",C.I. AIATTA,"30",479.90,6.756
"1","3",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,9.225
"3","4",CONSORZIO IRRIGUO TAGLIAROTTA,"17",139.81,0.609
"3","4",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,19.065
"4","3",C.I. MONTALDO ROERO VERDE,"30",186.38,0.062
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,87.344
"3","4",DESTRA STURA BEALERA MAESTRA,"24",122.15,8.133
"2","4",PASCOMONTI,"26",248.57,21.085
"6","4",C.I. AIATTA,"30",479.90,5.955
"1","3",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,56.607
"4","2",CONSORZIO IRRIGUO CARTIGNANESE,"19",145.99,7.454
"3","3",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,126.747
"3","3",CONSORZIO IRRIGUO DEI TENIMENTARI,"24",307.01,115.383
"3","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO 'BOSCO SPECIALE',"24",880.77,178.243
"3","3",CONSORZIO IRRIGUO DI CASTELLETTO STURA,"24",787.40,132.554
"3","3",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,2.333
"3","3",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,90.858
"3","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,192.014
"3","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,1.111
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,13.117
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,15.027
"1","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,6.680
"2","4",CONSORZIO IRRIGUO CANALE CERETTA,"18",243.38,0.092
"2","4",CONSORZIO IRRIGUO POZZO LA VALLE,"18",179.70,13.772
"2","4",CONSORZIO IRRIGUO FONTANILE MARIGNANO LEVALDIGI,"20",321.99,0.677
"3","4",CONSORZIO IRRUGUO BEALERA NUOVA,"23",237.69,70.602
"3","4",CONSORZIO IRRIGUO ROVARINO MOGLIA,"23",160.90,0.184
"4","2",CONSORZIO IRRIGUO TETTI PONTE-BEDALE,"19",265.02,43.420
"3","3",CONSORZIO IRRIGUO TETTI PONTE-BEDALE,"19",265.02,55.957
"3","1",CONSORZIO IDRICO DELLA TAGLIATA,"23",82.56,13.146
"3","1",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,9.009
"3","1",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,37.571
"3","5",CONSORZIO IRRIGUO MADONNA DELLA GUARDIA,"23",114.07,36.727
"3","5",CONSORZIO IRRIGUO FONTANILE PREPOSITURA,"20",823.63,131.529
"3","5",UTENZE CHEVALLEY,"20",127.38,24.262
"2","4",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,171.770
"4","2",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,149.120
"4","2",CONSORZIO IRRIGUO MATTONOTTO,"15",216.14,17.024
"4","2",CONSORZIO IRRIGUO SANT'ELENA,"15",74.82,35.656
"4","2",CONSORZIO IRRIGUO CANALE DEL MULINO-LAGNASCO,"15",666.83,52.017
"2","4",CONSORZIO IRRIGUO GALLEANE,"14",263.87,87.398
"2","4",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,33.967
"2","4",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,33.006
"4","2",CONSORZIO IRRIGUO GERBIDI DI S.GRATO,"14",50.03,22.092
"4","2",CONSORZIO IRRIGUO CURSAGLIE DI LEVANTE,"12",42.80,42.784
"4","2",CONSORZIO IRRIGIUO SANT'ANNA,"12",154.47,87.668
"4","2",CONSORZIO IRRIGUO SAN GREGORIO CURSAGLIE,"12",105.33,24.110
"4","2",CONSORZIO IRRIGUO DI SAN GRATO,"14",371.12,38.694
"4","2",CONSORZIO IRRIGUO ROCCA CURSAGLIE,"12",234.07,212.591
"4","2",CONSORZIO IRRIGUO GASPARINO O CAPPELLA NUOVA,"14",102.40,15.522
"4","2",CONSORZIO IRRIGUO DI BIBIANA,"12",747.18,152.239
"4","2",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,637.768
"5","4",CONSORZIO IRRIGUO PIETRE SCRITTE O DEL MOLCONSIGLIO,"15",299.24,3.760
"5","4",CONSORZIO IRRIGUO SANT'EUSEBIO E MORINE DI SALUZZO,"15",807.04,0.917
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","3",PASCOMONTI,"26",248.57,0.718
"4","5",CONSORZIO IRRIGUO VARAITA PASCO,"15",897.08,34.809
"4","5",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,39.966
"3","5",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,56.244
"4","2",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,0.011
"3","2",EX COMUNE DI BOVES,"25",408.58,144.206
"3","2",CONSORZIO IRRIGUO TAGLIATA,"26",214.23,17.236
"3","2",EX COMUNE DI BOVES,"25",408.58,139.417
"3","2",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,440.778
"3","2",CONSORZIO IRRIGUO BEALERA DEL MOLINO O D'ANGIE',"26",119.38,19.189
"3","2",CONSORZIO IRRIGUO CANALE BEALERASSA,"26",945.01,28.202
"3","3",CONSORZIO IRRIGUO CARTIGNANESE,"19",145.99,7.521
"5","1",CONS.IRRIGUO BEDALE SOTTANO,"25",22.20,0.081
"5","1",CONSORZIO IRRIGUO ROBILANTESE,"25",86.56,21.005
"2","4",CONSORZIO IRRIGUO PAS BADIN,"26",98.94,31.944
"7","1",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,3.469
"7","1",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,0.009
"3","1",CONSORZIO IRRIGUO GAMBARELLO,"26",81.59,78.709
"3","1",CONSORZIO IRRIGUO E DI MIGLIORAMENTO FONDIARIO ACQUE DEL TORRENTE PESIO,"26",748.53,12.451
"3","2",EX COMUNE DI BOVES,"25",408.58,36.162
"2","2",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,70.844
"2","2",TETTI PERTUSIO,"0",244.64,74.746
"2","2",CONSORZIO DEI DISTRETTI IRRIGUI A PONENTE DI SALUZZO,"15",561.04,97.595
"3","1",C.I. UTENTI BEALERA MARRO,"27",32.74,23.377
"3","1",CONSORZIO IRRIGUO BERTINA-PASTORELLI,"27",70.64,32.325
"3","1",CONSORZIO IRRIGUO UTENTI BEALERA RIA',"27",38.18,35.811
"3","1",C.I. UTENTI BEALERA FOLLONE,"27",20.09,19.123
"4","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,4.259
"3","1",CONSORZIO IRRIGUO BEALERA BAGNASCHINA,"27",44.08,36.920
"3","1",CONSORZIO IRRIGUO BEALERA MARTINET,"27",18.79,16.707
"2","4",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,0.062
"2","4",1° DISTRETTO IRRIGUO ELETTRICO FERNANDO OLIVERO DI VIGNOLO E CREVASCA,"21",608.67,21.155
"3","4",CONSORZIO IRRIGUO CANALE SCARRONE,"0",16.92,0.000
"3","4",CONSORZIO IRRIGUO BEALEROTTO MUSSI,"26",142.28,96.645
"3","4",CONSORZIO IRRIGUO CANALE MONDINA,"26",146.63,42.122
"3","2",CONSORZIO IRRIGUO CALCINERE GHISOLA,"14",31.17,0.011
"3","5",CONSORZIO IRRIGUO CANALE SCARRONE,"0",16.92,2.962
"3","5",CONSORZIO IRRIGUO BEALERA NUOVA 1,"27",324.39,2.641
"3","5",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,566.397
"4","2",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,39.498
"4","2",CONSORZIO IRRIGUO CANALE CEAGLIA,"19",818.30,0.068
"4","5",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,4.383
"4","5",CONSORZIO IRRIGUO DEI TENIMENTARI,"24",307.01,101.157
"4","5",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO 'BOSCO SPECIALE',"24",880.77,423.739
"4","5",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,79.071
"4","5",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,88.122
"4","5",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,261.057
"2","2",CONSORZIO IRRIGUO POZZO SANT'ANNA,"15",31.67,31.653
"2","2",CONSORZIO IRRIGUO SERRAVALLE DI PIASCO,"15",127.11,0.851
"2","2",CONSORZIO IRRIGUO VERRINA,"15",39.18,11.915
"2","2",CONSORZIO IRRIGUO MATTONOTTO,"15",216.14,118.757
"2","2","CONSORZIO IRRIGUO ""TETTI NUOVI""","0",90.83,81.008
"2","2",CONSORZIO IRRIGUO MATTONA,"0",133.60,131.402
"2","2",CONSORZIO IRRIGUO FALICETTO SUD,"15",233.97,84.386
"2","2",CONSORZIO IRRIGUO FALICETTO NORD,"15",415.31,303.522
"2","2",CONSORZIO IRRIGUO PIETRE SCRITTE O DEL MOLCONSIGLIO,"15",299.24,43.567
"2","2",CONSORZIO IRRIGUO PILONE SAN GIOVANNI,"15",260.93,114.844
"2","2",CONSORZIO IRRIGUO RIO TORTO-BEALERE RIUNITE,"15",83.06,42.382
"2","2",CONSORZIO IRRIGUO TORRENTE VARAITA,"15",361.92,146.758
"2","2",CANALE COMMENDA (EX ORDINE MAURIZIANO),"15",642.82,250.399
"2","2",CONSORZIO IRRIGUO DELLA POMPA VILLANOVETTA,"15",60.82,60.453
"2","2",CONSORZIO IRRIGUO POZZO DI VIA VERZUOLO,"15",81.96,81.923
"2","2",CONSORZIO IRRIGUO VIA SALUZZO,"15",244.64,244.525
"2","2",CONSORZIO IRRIGUO CHIAMINA,"15",67.49,5.816
"2","2",CONSORZIO IRRIGUO BEDALE DEL CORSO-VILLANOVETTA,"15",129.86,115.933
"2","2",CONSORZIO IRRIGUO VERZUOLO EST,"15",1189.25,808.505
"2","2",CONSORZIO IRRIGUO POZZO TAGLIONE,"15",529.13,433.420
"2","2",CONSORZIO IRRIGUO CANALE DEL MULINO-LAGNASCO,"15",666.83,468.320
"2","2",CONSORZIO IRRIGUO POZZO DELLA MARCHISA,"15",134.02,103.185
"2","2",CONSORZIO IRRIGUO SANT'EUSEBIO E MORINE DI SALUZZO,"15",807.04,17.074
"4","2",CONSORZIO IRRIGUO DI RIFREDDO,"14",157.39,1.829
"3","2",CONSORZIO IRRIGUO BOLLANO-ROBELLA,"14",146.94,47.602
"3","2",CONSORZIO IRRIGUO DI VALLE,"14",87.78,23.831
"3","2",CONSORZIO IRRIGUO DEL MULINO,"14",142.60,27.153
"4","2",CONSORZIO IRRIGUO VALLE BRONDA,"15",266.28,146.909
"4","2",TETTI PERTUSIO,"0",244.64,5.577
"4","2",CONSORZIO DEI DISTRETTI IRRIGUI A PONENTE DI SALUZZO,"15",561.04,23.407
"1","3",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,216.364
"3","3",CONSORZIO IRRIGUO CASALITO,"20",359.31,0.804
"3","3",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,5.275
"3","3",CONSORZIO IRRIGUO FONTANILE MARIGNANO LEVALDIGI,"20",321.99,0.526
"3","3",CONSORZIO IRRIGUO CELEBRINI,"20",474.20,57.714
"4","2",CONSORZIO IRRIGUO MONTE BRACCO,"14",467.85,378.614
"4","2",CONSORZIO IRRIGUO MOIASSOLE,"14",137.50,1.125
"4","2",COMUNIONE DI UTENTI SANT'ANTONIO DI TORRIANA - BARGE,"14",163.07,2.942
"4","2",CONSORZIO IRRIGUO DELLA MADONNA,"14",192.53,18.543
"4","2",CONSORZIO IRRIGUO SANTA MARIA OCCA,"14",160.00,30.067
"4","2",REVELLO,"14",4124.83,68.206
"3","3",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,0.349
"4","2",COMUNIONE DI UTENTI SANT'ANTONIO DI TORRIANA - BARGE,"14",163.07,130.565
"4","2",CONSORZIO IRRIGUO ROCCHETTE,"14",6.65,0.371
"3","5",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,13.913
"3","5",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,84.024
"1","3",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,50.784
"1","3",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,54.704
"3","4",CONSORZIO IRRIGUO CANALE MONDINA,"26",146.63,96.387
"3","2",1° DISTRETTO IRRIGUO ELETTRICO FERNANDO OLIVERO DI VIGNOLO E CREVASCA,"21",608.67,20.678
"3","2",PARTECIPANZA CANALE MORRA,"21",1746.16,19.687
"3","2",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,6.744
"3","2",PARTECIPANZA CANALE ROERO,"21",2664.62,106.637
"3","2",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,20.729
"3","2",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,48.167
"3","2",CANALE BOLLERA,"25",67.45,49.427
"3","2",CONSORZIO IRRIGUO DI CASTELLETTO STURA,"24",787.40,114.147
"3","2",CONSORZIO CANALI ZAPPA & BECCHERA,"25",54.69,0.597
"3","2",CANALE GARAVELLA INFERIORE,"25",458.13,122.488
"3","2",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,86.035
"3","2",CONSORZIO IRRIGUO CANALE GRASSA INFERIORE,"25",191.53,1.106
"2","4",CONSORZIO POZZO GOLZIO,"23",79.64,30.598
"2","4",CONSORZIO IRRUGUO BEALERA NUOVA,"23",237.69,4.651
"2","4",CONSORZIO IRRIGUO BEALERA VILLA,"23",123.05,21.235
"2","4",CONSORZIO IRRIGUO ROVARINO MOGLIA,"23",160.90,0.012
"2","4",AGGREGAZIONE IRRIGUA POZZI MARCHISA,"23",87.57,7.986
"2","4",CONSORZIO IRRIGUO POZZO MANIGA,"23",132.41,3.419
"3","4",POZZO IRRIGUO TORTORELLO,"23",87.78,6.535
"3","4",CONSORZIO DI IRRIGAZIONE PIANA DELLA TAGLIATA,"23",76.31,3.095
"3","4",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,2.804
"3","4",CONSORZIO IRRIGUO SANTA LUCIA,"23",179.97,14.819
"3","4",CONSORZIO IRRIGUO POZZO 2062 VIA PIANO,"23",78.16,25.080
"3","4",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,263.040
"3","4",CONSORZIO IRRIGUO POZZO CASALE,"20",72.63,27.083
"3","4",CONSORZO IRRIGUO CANALE INFERNOTTO-ROGGIA ROELLA E MOLINO DELLA VILLA,"20",611.11,4.299
"3","4",CONSORZIO IRRIGUO FONTANILE MARIGNANO LEVALDIGI,"20",321.99,141.286
"3","4",CONSORZIO IRRIGUO POZZO CASA NUOVA,"18",135.26,16.285
"3","4",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,155.290
"3","4",CONSORZIO IRRIGUO POZZO MASCHE,"18",139.19,21.908
"4","5",CONSORZIO IRRIGUO FONTANILE MARIGNANO LEVALDIGI,"20",321.99,109.726
"2","4",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,355.535
"2","3",CONSORZIO IRRIGUO DESTRA MAIRA PONTE VECCHIO,"19",1130.58,187.498
"2","3",PARTECIPANZA CANALE MORRA,"21",1746.16,157.867
"2","3",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,168.002
"2","3",CONSORZIO IRRIGUO FONTANA CELLERI,"22",188.58,68.724
"2","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,876.932
"2","2",CONSORZIO IRRIGUO PIANA RODDI,"29",133.77,131.859
"2","2",CONSORZIO DI IRRIGAZIONE DEL GALLINO,"29",72.21,37.169
"2","2",UTENZA IRRGUA DI SAN CASSIANO,"29",54.04,44.133
"2","2",CONSORZIO IRRIGUO CANALE VIVARO,"29",250.65,10.773
"2","2","ASSOCIAZIONE IRRIGUA GAMBA DI BOSCO, TOPPINO E VIVARO","0",114.73,12.117
"7","1",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,88.059
"7","1",CONSORZIO IRRIGUO SANT'ELENA,"15",74.82,0.767
"7","1",CONSORZIO IRRIGUO CANALE DEL MULINO-LAGNASCO,"15",666.83,2.549
"2","3",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,37.557
"3","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,270.065
"3","3",CONSORZIO IRRIGUO LA PRESIDENZA RAMO BUSCA,"19",1010.13,527.024
"3","3",CONSORZIO IRRIGUO DESTRA MAIRA PONTE VECCHIO,"19",1130.58,86.653
"3","3",CONSORZIO IRRIGUO CANALE VARAGLIA,"18",845.59,63.586
"2","4",CONSORZIO IRRIGUO BEALERA DI CAMPAGNOLE,"15",493.15,0.007
"2","4",CONSORZIO IRRIGUO BEALERA DI CERVIGNASCO,"15",408.29,30.899
"2","4",CONSORZIO IRRIGUO CARASSONA,"26",541.21,13.318
"2","4",CONSORZIO IRRIGUO CAPPELLI,"0",73.33,11.788
"3","5",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,66.485
"3","5",GESTIONE ACQUE IRRIGUE COMUNALI DI BEINETTE,"26",204.42,28.514
"2","2",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,180.924
"2","2",CONSORZIO IRRIGUO BEALERA DEL MOLINO O D'ANGIE',"26",119.38,22.780
"2","2",CONSORZIO IRRIGUO CANALE BEALERASSA,"26",945.01,21.868
"3","4",CONSORZIO IRRIGUO VIGNE E COMBE,"26",442.65,16.379
"3","4",CONSORZIO IRRIGUO CANALE SERRO,"26",486.86,104.836
"3","4",CONSORZIO IRRIGUO E DI MIGLIORAMENTO FONDIARIO ACQUE DEL TORRENTE PESIO,"26",748.53,176.914
"3","4",CONSORZIO IRRIGUO BEALERA DEL MOLINO O D'ANGIE',"26",119.38,10.937
"3","4",CONSORZIO IRRIGUO CANALE BEALERASSA,"26",945.01,72.638
"3","4",PASCOMONTI,"26",248.57,59.247
"2","2",CONSORZIO DI MIGLIORAMENTO FONDIARIO BORGONUOVO - SAN MARTINO- SAN MARCO,"23",164.72,84.816
"2","2",CONSORZIO IRRIGUO CANALE PERTUSATA DI BRA,"23",581.37,97.806
"2","4",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,45.491
"2","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,1.959
"4","5",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,14.584
"2","4",PASCOMONTI,"26",248.57,51.895
"5","4",CONSORZIO IRRIGUO FALICETTO NORD,"15",415.31,4.340
"5","4",CONSORZIO IRRIGUO PIETRE SCRITTE O DEL MOLCONSIGLIO,"15",299.24,3.648
"5","4",CONSORZIO IRRIGUO VERZUOLO EST,"15",1189.25,1.449
"2","4",CONSORZIO IRRIGUO POZZO VERNE,"23",17.16,16.970
"2","4",CONSORZIO IRRIGUO POZZO AGOSTINASSI,"23",91.79,44.080
"2","4",CONSORZIO IRRIGUO POZZI GRANGIA,"23",163.25,131.545
"2","4",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,17.247
"2","3",C.I. MONTALDO ROERO VERDE,"30",186.38,12.995
"2","3",CONSORZIO IRRIGUO MUSSOTTO VACCHERIA LAVANDARO,"29",2547.91,5.637
"2","3",C.I. RIDDONE,"30",177.62,70.235
"2","3",C.I. AIATTA,"30",479.90,8.357
"2","4",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,7.472
